[1.3228, 9.3426, -0.7112]
[1.4041, 9.3124, -0.7131]
[1.4850, 9.2915, -0.7149]
[1.5653, 9.2599, -0.7168]
[1.4052, 1.9516, -0.7128]
[1.4227, 1.9609, -0.7132]
[1.8050, 9.2009, -0.7223]
[1.8527, 8.6475, -0.7234]
[1.4698, 1.8982, -0.7142]
[1.8107, 6.1246, -0.7223]
[1.7942, 5.3033, -0.7219]
[1.8339, 5.2294, -0.7228]
[1.8753, 5.1851, -0.7237]
[1.9194, 5.1703, -0.7247]
[1.9645, 5.1651, -0.7258]
[2.0095, 5.1594, -0.7268]
[12.5795, 81.1375, -0.9735]
[1.6866, 2.3473, -0.7193]
[1.7055, 2.3343, -0.7197]
[1.7275, 2.3409, -0.7202]
[1.6157, 1.5788, -0.7176]
[1.6276, 1.5666, -0.7179]
[1.6450, 1.5836, -0.7183]
[1.6568, 1.5711, -0.7185]
[1.6376, 1.4117, -0.7181]
[1.6520, 1.4189, -0.7184]
[1.6643, 1.4161, -0.7187]
[1.6767, 1.4132, -0.7190]
[1.6865, 1.4005, -0.7192]
[1.7012, 1.4071, -0.7196]
[1.7135, 1.4039, -0.7198]
[1.7257, 1.4006, -0.7201]
[1.7406, 1.4068, -0.7205]
[1.7528, 1.4033, -0.7207]
[1.7650, 1.3996, -0.7210]
[1.7802, 1.4054, -0.7214]
[1.7985, 1.4206, -0.7218]
[1.8109, 1.4165, -0.7221]
[1.8847, 1.5921, -0.7238]
[3.3124, 5.6058, -0.7568]
[3.3680, 5.6071, -0.7581]
[2.1595, 2.2054, -0.7301]
[2.1145, 2.0300, -0.7291]
[2.1103, 1.9673, -0.7290]
[2.1050, 1.9048, -0.7289]
[2.1064, 1.8611, -0.7289]
[2.1148, 1.8359, -0.7291]
[2.1704, 1.9209, -0.7304]
[34.5020, 74.8959, -1.4777]
[35.1542, 74.6036, -1.4927]
[2.1109, 1.6627, -0.7290]
[2.1168, 1.6378, -0.7291]
[2.1180, 1.6040, -0.7292]
[2.1008, 1.5344, -0.7288]
[2.1368, 1.5723, -0.7296]
[2.1596, 1.5831, -0.7301]
[2.1593, 1.5494, -0.7301]
[2.1918, 1.5774, -0.7309]
[2.2055, 1.5699, -0.7312]
[2.2241, 1.5710, -0.7316]
[2.2427, 1.5719, -0.7320]
[2.2614, 1.5726, -0.7325]
[2.2751, 1.5645, -0.7328]
[2.2939, 1.5648, -0.7332]
[2.3180, 1.5734, -0.7338]
[2.3371, 1.5733, -0.7342]
[2.3507, 1.5645, -0.7345]
[2.3973, 1.6057, -0.7356]
[2.3945, 1.5716, -0.7355]
[2.4138, 1.5705, -0.7360]
[2.4503, 1.5939, -0.7368]
[2.4700, 1.5923, -0.7373]
[2.4779, 1.5743, -0.7374]
[2.4916, 1.5643, -0.7377]
[2.5232, 1.5782, -0.7385]
[2.5369, 1.5679, -0.7388]
[2.5812, 1.5968, -0.7398]
[2.6013, 1.5938, -0.7403]
[2.6151, 1.5827, -0.7406]
[2.6352, 1.5793, -0.7411]
[2.6617, 1.5832, -0.7417]
[2.6690, 1.5640, -0.7418]
[2.6695, 1.5373, -0.7418]
[2.6894, 1.5331, -0.7423]
[2.7161, 1.5362, -0.7429]
[2.7429, 1.5389, -0.7435]
[2.7698, 1.5412, -0.7442]
[2.7969, 1.5432, -0.7448]
[2.8242, 1.5449, -0.7454]
[2.8376, 1.5319, -0.7457]
[2.8720, 1.5400, -0.7465]
[2.8854, 1.5266, -0.7468]
[2.9273, 1.5409, -0.7478]
[2.9624, 1.5477, -0.7486]
[2.9685, 1.5266, -0.7487]
[2.9523, 1.4853, -0.7483]
[3.0394, 1.5382, -0.7504]
[62.5658, 54.3973, -2.1226]
[2.9830, 1.4360, -0.7491]
[3.0562, 1.4737, -0.7507]
[3.1072, 1.4909, -0.7519]
[3.0508, 1.4180, -0.7506]
[3.3423, 1.6302, -0.7573]
[3.3877, 1.6376, -0.7584]
[3.5199, 1.7122, -0.7614]
[3.6614, 1.7908, -0.7647]
[3.6052, 1.7162, -0.7634]
[3.6200, 1.6964, -0.7637]
[6.4938, 3.7627, -0.8300]
[3.3567, 1.4467, -0.7577]
[3.3528, 1.4175, -0.7576]
[3.3486, 1.3886, -0.7575]
[3.3606, 1.3710, -0.7577]
[3.3642, 1.3478, -0.7578]
[3.3591, 1.3191, -0.7577]
[3.3789, 1.3069, -0.7582]
[3.3818, 1.2837, -0.7582]
[3.4014, 1.2711, -0.7587]
[3.4038, 1.2479, -0.7587]
[3.3458, 1.1891, -0.7574]
[3.3301, 1.1565, -0.7570]
[3.3401, 1.1391, -0.7573]
[72.8846, 39.8529, -2.3595]
[6.3699, 2.7465, -0.8271]
[6.3584, 2.6837, -0.8268]
[6.3639, 2.6305, -0.8269]
[6.3510, 2.5684, -0.8266]
[6.3464, 2.5111, -0.8265]
[6.3502, 2.4585, -0.8266]
[6.3444, 2.4017, -0.8265]
[6.3470, 2.3495, -0.8265]
[6.3491, 2.2973, -0.8266]
